index,Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Report Date,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common)
141,AAPL,111052,USD,2022,Q3,2022-06-30,2022-07-29,2023-08-04,16162945000.0,16262203000.0,82959000000.0,-47074000000.0,35885000000.0,-12809000000.0,-6012000000.0,-6797000000.0,,23076000000.0,-10000000.0,,23066000000.0,,23066000000,-3624000000.0,19442000000,,19442000000,19442000000
142,AAPL,111052,USD,2022,Q4,2022-09-30,2022-10-28,2023-08-04,16215963000.0,16325819000.0,90146000000.0,-52051000000.0,38095000000.0,-13201000000.0,-6440000000.0,-6761000000.0,,24894000000.0,-237000000.0,,24657000000.0,,24657000000,-3936000000.0,20721000000,,20721000000,20721000000
143,AAPL,111052,USD,2023,Q1,2022-12-31,2023-02-03,2024-02-02,15892723000.0,15955718000.0,117154000000.0,-66822000000.0,50332000000.0,-14316000000.0,-6607000000.0,-7709000000.0,,36016000000.0,-393000000.0,,35623000000.0,,35623000000,-5625000000.0,29998000000,,29998000000,29998000000
144,AAPL,111052,USD,2023,Q2,2023-03-31,2023-05-05,2024-05-03,15787154000.0,15847050000.0,94836000000.0,-52860000000.0,41976000000.0,-13658000000.0,-6201000000.0,-7457000000.0,,28318000000.0,64000000.0,,28382000000.0,,28382000000,-4222000000.0,24160000000,,24160000000,24160000000
145,AAPL,111052,USD,2023,Q3,2023-06-30,2023-08-04,2024-08-02,15697614000.0,15775021000.0,81797000000.0,-45384000000.0,36413000000.0,-13415000000.0,-5973000000.0,-7442000000.0,,22998000000.0,-265000000.0,,22733000000.0,,22733000000,-2852000000.0,19881000000,,19881000000,19881000000
146,AAPL,111052,USD,2023,Q4,2023-09-30,2023-11-03,2024-08-02,15599433000.0,15672399000.0,89498000000.0,-49071000000.0,40427000000.0,-13458000000.0,-6151000000.0,-7307000000.0,,26969000000.0,29000000.0,,26998000000.0,,26998000000,-4042000000.0,22956000000,,22956000000,22956000000
147,AAPL,111052,USD,2024,Q1,2023-12-31,2024-02-02,2025-01-31,15509763000.0,15576641000.0,119575000000.0,-64720000000.0,54855000000.0,-14482000000.0,-6786000000.0,-7696000000.0,,40373000000.0,-50000000.0,,40323000000.0,,40323000000,-6407000000.0,33916000000,,33916000000,33916000000
148,AAPL,111052,USD,2024,Q2,2024-03-31,2024-05-03,2025-05-02,15405856000.0,15464709000.0,90753000000.0,-48482000000.0,42271000000.0,-14371000000.0,-6468000000.0,-7903000000.0,,27900000000.0,158000000.0,,28058000000.0,,28058000000,-4422000000.0,23636000000,,23636000000,23636000000
149,AAPL,111052,USD,2024,Q3,2024-06-30,2024-08-02,2025-08-01,15287521000.0,15348175000.0,85777000000.0,-46099000000.0,39678000000.0,-14326000000.0,-6320000000.0,-8006000000.0,,25352000000.0,142000000.0,,25494000000.0,,25494000000,-4046000000.0,21448000000,,21448000000,21448000000
150,AAPL,111052,USD,2024,Q4,2024-09-30,2024-11-01,2025-08-01,15171992000.0,15242855000.0,94930000000.0,-51051000000.0,43879000000.0,-14288000000.0,-6523000000.0,-7765000000.0,,29591000000.0,19000000.0,,29610000000.0,,29610000000,-14874000000.0,14736000000,,14736000000,14736000000
367,ABT,63877,USD,2019,Q4,2019-12-31,2020-02-21,2020-11-04,1768297000.0,1781843000.0,8314000000.0,-3434000000.0,4880000000.0,-3491000000.0,-2413000000.0,-595000000.0,-483000000.0,1389000000.0,-86000000.0,-139000000.0,1303000000.0,-63000000.0,1240000000,-191000000.0,1049000000,,1049000000,1049000000
368,ABT,63877,USD,2020,Q1,2020-03-31,2020-04-29,2021-05-05,1768901000.0,1780578000.0,7726000000.0,-3281000000.0,4445000000.0,-3687000000.0,-2548000000.0,-578000000.0,-561000000.0,758000000.0,-125000000.0,-121000000.0,633000000.0,,633000000,-89000000.0,544000000,20000000.0,564000000,564000000
369,ABT,63877,USD,2020,Q2,2020-06-30,2020-07-29,2021-08-04,1772953000.0,1785040000.0,7328000000.0,-3263000000.0,4065000000.0,-3393000000.0,-2276000000.0,-564000000.0,-553000000.0,672000000.0,-146000000.0,-125000000.0,526000000.0,,526000000,11000000.0,537000000,,537000000,537000000
370,ABT,63877,USD,2020,Q3,2020-09-30,2020-11-04,2021-11-03,1774475000.0,1787853000.0,8853000000.0,-3966000000.0,4887000000.0,-3392000000.0,-2302000000.0,-580000000.0,-510000000.0,1495000000.0,-74000000.0,-127000000.0,1421000000.0,,1421000000,-189000000.0,1232000000,,1232000000,1232000000
371,ABT,63877,USD,2020,Q4,2020-12-31,2021-02-19,2021-11-03,1775671000.0,1790529000.0,10701000000.0,-4493000000.0,6208000000.0,-3776000000.0,-2570000000.0,-698000000.0,-508000000.0,2432000000.0,-44000000.0,-127000000.0,2388000000.0,,2388000000,-230000000.0,2158000000,4000000.0,2162000000,2162000000
372,ABT,63877,USD,2021,Q1,2021-03-31,2021-05-05,2022-05-03,1776842000.0,1791503000.0,10456000000.0,-4401000000.0,6055000000.0,-3946000000.0,-2783000000.0,-654000000.0,-509000000.0,2109000000.0,-66000000.0,-124000000.0,2043000000.0,,2043000000,-250000000.0,1793000000,,1793000000,1793000000
373,ABT,63877,USD,2021,Q2,2021-06-30,2021-08-04,2022-08-02,1776842000.0,1791503000.0,10223000000.0,-4947000000.0,5276000000.0,-3884000000.0,-2726000000.0,-654000000.0,-504000000.0,1392000000.0,-44000000.0,-123000000.0,1348000000.0,,1348000000,-159000000.0,1189000000,,1189000000,1189000000
374,ABT,63877,USD,2021,Q3,2021-09-30,2021-11-03,2022-11-01,1768286969.0,1782000000.0,10928000000.0,-4423000000.0,6505000000.0,-3959000000.0,-2767000000.0,-672000000.0,-520000000.0,2546000000.0,-53000000.0,-123000000.0,2493000000.0,,2493000000,-393000000.0,2100000000,,2100000000,2100000000
375,ABT,63877,USD,2021,Q4,2021-12-31,2022-02-18,2022-11-01,1768286969.0,1782000000.0,11468000000.0,-4766000000.0,6702000000.0,-4324000000.0,-3048000000.0,-762000000.0,-514000000.0,2378000000.0,-51000000.0,-120000000.0,2327000000.0,,2327000000,-338000000.0,1989000000,,1989000000,1989000000
376,ABT,63877,USD,2022,Q1,2022-03-31,2022-05-03,2023-05-04,1763482267.0,1775000000.0,11895000000.0,-4987000000.0,6908000000.0,-3996000000.0,-2787000000.0,-697000000.0,-512000000.0,2912000000.0,-36000000.0,-117000000.0,2876000000.0,,2876000000,-429000000.0,2447000000,,2447000000,2447000000
377,ABT,63877,USD,2022,Q2,2022-06-30,2022-08-02,2023-08-03,1750942289.0,1765000000.0,11257000000.0,-4933000000.0,6324000000.0,-3948000000.0,-2757000000.0,-684000000.0,-507000000.0,2376000000.0,-24000000.0,-106000000.0,2352000000.0,,2352000000,-334000000.0,2018000000,,2018000000,2018000000
378,ABT,63877,USD,2022,Q3,2022-09-30,2022-11-01,2023-11-01,1751219743.0,1765000000.0,10410000000.0,-4629000000.0,5781000000.0,-4011000000.0,-2731000000.0,-782000000.0,-498000000.0,1770000000.0,-12000000.0,-86000000.0,1758000000.0,,1758000000,-323000000.0,1435000000,,1435000000,1435000000
379,ABT,63877,USD,2022,Q4,2022-12-31,2023-02-17,2023-11-01,1819276797.0,1839000000.0,10091000000.0,-4593000000.0,5498000000.0,-4194000000.0,-2973000000.0,-725000000.0,-496000000.0,1304000000.0,16000000.0,-66000000.0,1320000000.0,,1320000000,-287000000.0,1033000000,,1033000000,1033000000
380,ABT,63877,USD,2023,Q1,2023-03-31,2023-05-04,2024-05-02,1737946233.0,1752000000.0,9747000000.0,-4331000000.0,5416000000.0,-3907000000.0,-2762000000.0,-654000000.0,-491000000.0,1509000000.0,53000000.0,-52000000.0,1562000000.0,,1562000000,-244000000.0,1318000000,,1318000000,1318000000
381,ABT,63877,USD,2023,Q2,2023-06-30,2023-08-03,2024-07-31,1738946799.0,1750000000.0,9978000000.0,-4483000000.0,5495000000.0,-3953000000.0,-2740000000.0,-715000000.0,-498000000.0,1542000000.0,94000000.0,-61000000.0,1636000000.0,,1636000000,-261000000.0,1375000000,,1375000000,1375000000
382,ABT,63877,USD,2023,Q3,2023-09-30,2023-11-01,2024-10-31,1735357980.0,1748000000.0,10143000000.0,-4605000000.0,5538000000.0,-3891000000.0,-2723000000.0,-672000000.0,-496000000.0,1647000000.0,24000000.0,-69000000.0,1671000000.0,,1671000000,-235000000.0,1436000000,,1436000000,1436000000
383,ABT,63877,USD,2023,Q4,2023-12-31,2024-02-16,2024-10-31,1747748988.0,1746000000.0,10241000000.0,-4556000000.0,5685000000.0,-3905000000.0,-2724000000.0,-700000000.0,-481000000.0,1780000000.0,15000000.0,-70000000.0,1795000000.0,,1795000000,-201000000.0,1594000000,,1594000000,1594000000
384,ABT,63877,USD,2024,Q1,2024-03-31,2024-05-02,2025-04-30,1740203000.0,1749652000.0,9964000000.0,-4463000000.0,5501000000.0,-4115000000.0,-2959000000.0,-684000000.0,-472000000.0,1386000000.0,50000000.0,-61000000.0,1436000000.0,,1436000000,-211000000.0,1225000000,,1225000000,1225000000
385,ABT,63877,USD,2024,Q2,2024-06-30,2024-07-31,2025-07-30,1743040000.0,1751153000.0,10377000000.0,-4603000000.0,5774000000.0,-4105000000.0,-2936000000.0,-698000000.0,-471000000.0,1669000000.0,-62000000.0,-58000000.0,1607000000.0,,1607000000,-305000000.0,1302000000,,1302000000,1302000000
386,ABT,63877,USD,2024,Q3,2024-09-30,2024-10-31,2025-10-29,1739466000.0,1747597000.0,10635000000.0,-4698000000.0,5937000000.0,-4078000000.0,-2895000000.0,-713000000.0,-470000000.0,1859000000.0,81000000.0,-51000000.0,1940000000.0,,1940000000,-294000000.0,1646000000,,1646000000,1646000000
924,ADBE,14099,USD,2019,Q4,2019-12-31,2020-01-21,2020-09-23,483725000.0,488846000.0,2992000000.0,-452000000.0,2540000000.0,-1570000000.0,-1028000000.0,-500000000.0,-175000000.0,970000000.0,-13000000.0,-36000000.0,957000000.0,,957000000,-106000000.0,851000000,,851000000,851000000
925,ADBE,14099,USD,2020,Q1,2020-02-29,2020-02-23,2021-03-31,482000000.0,488000000.0,3091000000.0,-452000000.0,2639000000.0,-1702000000.0,-1128000000.0,-532000000.0,,937000000.0,-18000000.0,-33000000.0,919000000.0,,919000000,36000000.0,955000000,,955000000,955000000
926,ADBE,14099,USD,2020,Q2,2020-05-31,2020-05-25,2021-06-30,481000000.0,485000000.0,3128000000.0,-415000000.0,2713000000.0,-1697000000.0,-1125000000.0,-532000000.0,-40000000.0,1016000000.0,-16000000.0,-28000000.0,1000000000.0,,1000000000,100000000.0,1100000000,,1100000000,1100000000
927,ADBE,14099,USD,2020,Q3,2020-08-31,2020-08-24,2021-09-29,482000000.0,486000000.0,3225000000.0,-427000000.0,2798000000.0,-1729000000.0,-1122000000.0,-566000000.0,-41000000.0,1069000000.0,-9000000.0,-28000000.0,1060000000.0,,1060000000,-105000000.0,955000000,,955000000,955000000
928,ADBE,14099,USD,2020,Q4,2020-11-30,2021-01-15,2021-09-29,481000000.0,485000000.0,3424000000.0,-428000000.0,2996000000.0,-1781000000.0,-1184000000.0,-558000000.0,-39000000.0,1215000000.0,-31000000.0,-27000000.0,1184000000.0,13000000.0,1197000000,1053000000.0,2250000000,,2250000000,2250000000
929,ADBE,14099,USD,2021,Q1,2021-02-28,2021-03-31,2022-03-30,479000000.0,483000000.0,3905000000.0,-447000000.0,3458000000.0,-2004000000.0,-1339000000.0,-620000000.0,-45000000.0,1454000000.0,-21000000.0,-30000000.0,1433000000.0,,1433000000,-172000000.0,1261000000,,1261000000,1261000000
930,ADBE,14099,USD,2021,Q2,2021-05-31,2021-06-30,2022-06-29,479000000.0,483000000.0,3835000000.0,-444000000.0,3391000000.0,-1985000000.0,-1329000000.0,-612000000.0,-44000000.0,1406000000.0,-20000000.0,-28000000.0,1386000000.0,,1386000000,-270000000.0,1116000000,,1116000000,1116000000
931,ADBE,14099,USD,2021,Q3,2021-08-31,2021-09-29,2022-09-28,477000000.0,481000000.0,3935000000.0,-467000000.0,3468000000.0,-2027000000.0,-1333000000.0,-651000000.0,-43000000.0,1441000000.0,-23000000.0,-27000000.0,1418000000.0,,1418000000,-206000000.0,1212000000,,1212000000,1212000000
932,ADBE,14099,USD,2021,Q4,2021-11-30,2022-01-21,2022-09-28,477000000.0,481000000.0,4110000000.0,-507000000.0,3603000000.0,-2102000000.0,-1405000000.0,-657000000.0,-40000000.0,1501000000.0,-49000000.0,-28000000.0,1452000000.0,16000000.0,1468000000,-235000000.0,1233000000,,1233000000,1233000000
933,ADBE,14099,USD,2022,Q1,2022-02-28,2022-03-30,2023-03-29,473000000.0,475000000.0,4262000000.0,-512000000.0,3750000000.0,-2170000000.0,-1427000000.0,-701000000.0,-42000000.0,1580000000.0,-28000000.0,-28000000.0,1552000000.0,-9000000.0,1543000000,-277000000.0,1266000000,,1266000000,1266000000
934,ADBE,14099,USD,2022,Q2,2022-05-31,2022-06-29,2023-06-28,473000000.0,475000000.0,4386000000.0,-539000000.0,3847000000.0,-2318000000.0,-1538000000.0,-738000000.0,-42000000.0,1529000000.0,-29000000.0,-28000000.0,1500000000.0,-8000000.0,1492000000,-314000000.0,1178000000,,1178000000,1178000000
935,ADBE,14099,USD,2022,Q3,2022-08-31,2022-09-28,2023-09-27,469000000.0,469000000.0,4433000000.0,-546000000.0,3887000000.0,-2403000000.0,-1585000000.0,-775000000.0,-43000000.0,1484000000.0,-22000000.0,-28000000.0,1462000000.0,-6000000.0,1456000000,-320000000.0,1136000000,,1136000000,1136000000
936,ADBE,14099,USD,2022,Q4,2022-11-30,2023-01-17,2023-09-27,470000000.0,471000000.0,4525000000.0,-568000000.0,3957000000.0,-2452000000.0,-1637000000.0,-773000000.0,-42000000.0,1505000000.0,8000000.0,-28000000.0,1513000000.0,4000000.0,1517000000,-341000000.0,1176000000,,1176000000,1176000000
937,ADBE,14099,USD,2023,Q1,2023-02-28,2023-03-29,2024-03-27,459000000.0,460000000.0,4655000000.0,-568000000.0,4087000000.0,-2501000000.0,-1632000000.0,-827000000.0,-42000000.0,1586000000.0,11000000.0,-32000000.0,1597000000.0,1000000.0,1598000000,-351000000.0,1247000000,,1247000000,1247000000
938,ADBE,14099,USD,2023,Q2,2023-05-31,2023-06-28,2024-06-26,458000000.0,459000000.0,4816000000.0,-572000000.0,4244000000.0,-2620000000.0,-1702000000.0,-876000000.0,-42000000.0,1624000000.0,21000000.0,-26000000.0,1645000000.0,5000000.0,1650000000,-355000000.0,1295000000,,1295000000,1295000000
939,ADBE,14099,USD,2023,Q3,2023-08-31,2023-09-27,2024-09-25,456000000.0,459000000.0,4890000000.0,-580000000.0,4310000000.0,-2613000000.0,-1690000000.0,-881000000.0,-42000000.0,1697000000.0,40000000.0,-27000000.0,1737000000.0,6000000.0,1743000000,-340000000.0,1403000000,,1403000000,1403000000
940,ADBE,14099,USD,2023,Q4,2023-11-30,2024-01-17,2024-09-25,455000000.0,458000000.0,5048000000.0,-634000000.0,4414000000.0,-2671000000.0,-1740000000.0,-889000000.0,-42000000.0,1743000000.0,61000000.0,-28000000.0,1804000000.0,4000000.0,1808000000,-325000000.0,1483000000,,1483000000,1483000000
941,ADBE,14099,USD,2024,Q1,2024-02-29,2024-03-27,2025-03-26,453000000.0,456000000.0,5182000000.0,-590000000.0,4592000000.0,-2685000000.0,-1704000000.0,-939000000.0,-42000000.0,1907000000.0,43000000.0,-27000000.0,1950000000.0,-982000000.0,968000000,-348000000.0,620000000,,620000000,620000000
942,ADBE,14099,USD,2024,Q2,2024-05-31,2024-06-26,2025-06-25,449000000.0,451000000.0,5309000000.0,-598000000.0,4711000000.0,-2826000000.0,-1800000000.0,-984000000.0,-42000000.0,1885000000.0,41000000.0,-41000000.0,1926000000.0,4000000.0,1930000000,-357000000.0,1573000000,,1573000000,1573000000
943,ADBE,14099,USD,2024,Q3,2024-08-31,2024-09-25,2024-09-25,445000000.0,448000000.0,5408000000.0,-554000000.0,4854000000.0,-2862000000.0,-1797000000.0,-1022000000.0,-43000000.0,1992000000.0,38000000.0,-51000000.0,2030000000.0,12000000.0,2042000000,-358000000.0,1684000000,,1684000000,1684000000
2754,AMGN,65735,USD,2019,Q4,2019-12-31,2020-02-12,2020-10-29,592000000.0,598000000.0,6197000000.0,-1253000000.0,4944000000.0,-2896000000.0,-1584000000.0,-1312000000.0,,2048000000.0,-65000000.0,-301000000.0,1983000000.0,,1983000000,-280000000.0,1703000000,,1703000000,1703000000
2755,AMGN,65735,USD,2020,Q1,2020-03-31,2020-05-01,2021-04-28,590000000.0,594000000.0,6161000000.0,-1513000000.0,4648000000.0,-2293000000.0,-1341000000.0,-952000000.0,,2355000000.0,-335000000.0,-346000000.0,2020000000.0,,2020000000,-195000000.0,1825000000,,1825000000,1825000000
2756,AMGN,65735,USD,2020,Q2,2020-06-30,2020-07-29,2021-08-04,588000000.0,592000000.0,6206000000.0,-1488000000.0,4718000000.0,-2395000000.0,-1431000000.0,-964000000.0,,2323000000.0,-293000000.0,-296000000.0,2030000000.0,,2030000000,-227000000.0,1803000000,,1803000000,1803000000
2757,AMGN,65735,USD,2020,Q3,2020-09-30,2020-10-29,2021-11-03,585000000.0,589000000.0,6423000000.0,-1561000000.0,4862000000.0,-2409000000.0,-1347000000.0,-1062000000.0,,2453000000.0,-247000000.0,-302000000.0,2206000000.0,,2206000000,-185000000.0,2021000000,,2021000000,2021000000
2758,AMGN,65735,USD,2020,Q4,2020-12-31,2021-02-09,2021-11-03,581000000.0,585000000.0,6634000000.0,-1597000000.0,5037000000.0,-3029000000.0,-1611000000.0,-1229000000.0,,2008000000.0,-131000000.0,-318000000.0,1877000000.0,,1877000000,-262000000.0,1615000000,,1615000000,1615000000
2759,AMGN,65735,USD,2021,Q1,2021-03-31,2021-04-28,2022-04-28,577000000.0,581000000.0,5901000000.0,-1490000000.0,4411000000.0,-2282000000.0,-1254000000.0,-967000000.0,,2129000000.0,-272000000.0,-285000000.0,1857000000.0,,1857000000,-211000000.0,1646000000,,1646000000,1646000000
2760,AMGN,65735,USD,2021,Q2,2021-06-30,2021-08-04,2022-08-05,572000000.0,577000000.0,6526000000.0,-1637000000.0,4889000000.0,-2556000000.0,-1384000000.0,-1082000000.0,,2333000000.0,-270000000.0,-281000000.0,2063000000.0,-1505000000.0,558000000,-94000000.0,464000000,,464000000,464000000
2761,AMGN,65735,USD,2021,Q3,2021-09-30,2021-11-03,2022-11-04,567000000.0,570000000.0,6706000000.0,-1609000000.0,5097000000.0,-2719000000.0,-1305000000.0,-1422000000.0,,2378000000.0,-223000000.0,-296000000.0,2155000000.0,,2155000000,-271000000.0,1884000000,,1884000000,1884000000
2762,AMGN,65735,USD,2021,Q4,2021-12-31,2022-02-16,2022-11-04,552000000.0,552000000.0,6846000000.0,-1718000000.0,5128000000.0,-2824000000.0,-1425000000.0,-1348000000.0,,2304000000.0,-173000000.0,-335000000.0,2131000000.0,0.0,2131000000,-232000000.0,1899000000,,1899000000,1899000000
2763,AMGN,65735,USD,2022,Q1,2022-03-31,2022-04-28,2023-04-28,562000000.0,565000000.0,6238000000.0,-1561000000.0,4677000000.0,-2177000000.0,-1228000000.0,-959000000.0,,2500000000.0,-825000000.0,-295000000.0,1675000000.0,,1675000000,-199000000.0,1476000000,,1476000000,1476000000
2764,AMGN,65735,USD,2022,Q2,2022-06-30,2022-08-05,2023-08-04,535000000.0,537000000.0,6594000000.0,-1510000000.0,5084000000.0,-2908000000.0,-1327000000.0,-1039000000.0,,2176000000.0,-645000000.0,-328000000.0,1531000000.0,,1531000000,-214000000.0,1317000000,,1317000000,1317000000
2765,AMGN,65735,USD,2022,Q3,2022-09-30,2022-11-04,2023-10-31,535000000.0,538000000.0,6652000000.0,-1588000000.0,5064000000.0,-2404000000.0,-1287000000.0,-1112000000.0,,2660000000.0,-268000000.0,-368000000.0,2392000000.0,,2392000000,-249000000.0,2143000000,,2143000000,2143000000
2766,AMGN,65735,USD,2022,Q4,2022-12-31,2023-02-09,2023-10-31,520000000.0,524000000.0,6839000000.0,-1747000000.0,5092000000.0,-2862000000.0,-1572000000.0,-1324000000.0,,2230000000.0,-482000000.0,-415000000.0,1748000000.0,,1748000000,-132000000.0,1616000000,,1616000000,1616000000
2767,AMGN,65735,USD,2023,Q1,2023-03-31,2023-04-28,2024-05-03,534000000.0,538000000.0,6105000000.0,-1720000000.0,4385000000.0,-2464000000.0,-1258000000.0,-1058000000.0,,1921000000.0,1521000000.0,-543000000.0,3442000000.0,,3442000000,-601000000.0,2841000000,,2841000000,2841000000
2768,AMGN,65735,USD,2023,Q2,2023-06-30,2023-08-04,2024-08-07,535000000.0,537000000.0,6986000000.0,-1813000000.0,5173000000.0,-2489000000.0,-1294000000.0,-1113000000.0,,2684000000.0,-1070000000.0,-752000000.0,1614000000.0,,1614000000,-235000000.0,1379000000,,1379000000,1379000000
2769,AMGN,65735,USD,2023,Q3,2023-09-30,2023-10-31,2024-10-31,535000000.0,538000000.0,6903000000.0,-1806000000.0,5097000000.0,-3076000000.0,-1353000000.0,-1079000000.0,,2021000000.0,-74000000.0,-759000000.0,1947000000.0,,1947000000,-217000000.0,1730000000,,1730000000,1730000000
2770,AMGN,65735,USD,2023,Q4,2023-12-31,2024-02-14,2024-10-31,536000000.0,539000000.0,8196000000.0,-3112000000.0,5084000000.0,-3813000000.0,-2274000000.0,-1534000000.0,,1271000000.0,-419000000.0,-821000000.0,852000000.0,,852000000,-85000000.0,767000000,,767000000,767000000
2771,AMGN,65735,USD,2024,Q1,2024-03-31,2024-05-03,2025-05-02,536000000.0,541000000.0,7447000000.0,-3200000000.0,4247000000.0,-3256000000.0,-1808000000.0,-1343000000.0,,991000000.0,-1059000000.0,-824000000.0,-68000000.0,,-68000000,-45000000.0,-113000000,,-113000000,-113000000
2772,AMGN,65735,USD,2024,Q2,2024-06-30,2024-08-07,2025-08-06,537000000.0,541000000.0,8388000000.0,-3236000000.0,5152000000.0,-3243000000.0,-1785000000.0,-1447000000.0,,1909000000.0,-1115000000.0,-808000000.0,794000000.0,,794000000,-48000000.0,746000000,,746000000,746000000
2773,AMGN,65735,USD,2024,Q3,2024-09-30,2024-10-31,2025-11-05,537000000.0,542000000.0,8503000000.0,-3310000000.0,5193000000.0,-3146000000.0,-1625000000.0,-1450000000.0,,2047000000.0,1054000000.0,-776000000.0,3101000000.0,,3101000000,-271000000.0,2830000000,,2830000000,2830000000
3083,AMZN,62747,USD,2019,Q4,2019-12-31,2020-01-31,2022-02-04,9940000000.0,10140000000.0,87436000000.0,-53977000000.0,33459000000.0,-29580000000.0,-7583000000.0,,,3879000000.0,174000000.0,-244000000.0,4053000000.0,,4053000000,-786000000.0,3268000000,,3268000000,3268000000
3084,AMZN,62747,USD,2020,Q1,2020-03-31,2020-05-01,2021-04-30,9960000000.0,10120000000.0,75452000000.0,-44257000000.0,31195000000.0,-27206000000.0,-6280000000.0,,,3989000000.0,-606000000.0,-200000000.0,3383000000.0,,3383000000,-744000000.0,2535000000,,2535000000,2535000000
3085,AMZN,62747,USD,2020,Q2,2020-06-30,2020-07-31,2021-07-30,10000000000.0,10180000000.0,88912000000.0,-52660000000.0,36252000000.0,-30409000000.0,-5925000000.0,,,5843000000.0,378000000.0,-268000000.0,6221000000.0,,6221000000,-984000000.0,5243000000,,5243000000,5243000000
3086,AMZN,62747,USD,2020,Q3,2020-09-30,2020-10-30,2021-10-29,10020000000.0,10240000000.0,96145000000.0,-57106000000.0,39039000000.0,-32845000000.0,-7102000000.0,,,6194000000.0,615000000.0,-310000000.0,6809000000.0,,6809000000,-569000000.0,6331000000,,6331000000,6331000000
